RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,BaseDate,2023-02-28,2023-04-30,2024-01-31
91940,0,77449,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.2
91982,1,77494,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-01-31,-0.2,-0.2,-1.2
93144,2,79936,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-01-31,0.0,0.0,0.0
62080,3,11368,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.2,-0.5,-1.2
62093,4,11385,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.2,-0.5,-1.1
95992,5,90011,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
84630,6,60629,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.5,-0.3,-2.3
91733,7,77084,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.1
96361,8,91331,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.4
96193,9,90650,zip,CA,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.2,0.0,-2.0
61148,10,08701,zip,NJ,NJ,Lakewood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,2023-01-31,-0.3,-0.8,-1.8
62046,11,11236,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.3
96083,12,90201,zip,CA,CA,Bell,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.1
96816,13,92335,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.3
62019,14,11208,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
61807,15,10467,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.4,-0.9,-1.9
62037,16,11226,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
92593,17,78660,zip,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,2023-01-31,-0.1,0.9,-0.3
96882,18,92503,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.1,-1.2
96107,19,90250,zip,CA,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.3
96025,20,90044,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
96239,21,90805,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.1
96125,22,90280,zip,CA,CA,South Gate,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.2,0.0,-1.9
97223,23,93307,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,2023-01-31,-0.2,-0.1,-0.1
96368,24,91342,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.3
96990,25,92683,zip,CA,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-01-31,-0.2,0.0,-1.9
96817,26,92336,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.2
62085,27,11373,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.2,-0.5,-1.0
84620,28,60618,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-2.0
97771,29,94565,zip,CA,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2023-01-31,0.3,1.1,-2.1
62044,30,11234,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.2
62031,31,11220,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.4,-0.9
92481,32,78521,zip,TX,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County,2023-01-31,-0.3,-0.4,0.8
84639,33,60639,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-2.3
90654,34,75052,zip,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-01-31,0.2,0.8,-0.3
62018,35,11207,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.3
91926,36,77433,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.2
62025,37,11214,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.1
70829,38,30044,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-01-31,-0.1,0.2,1.0
61639,39,10025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-01-31,-0.3,-0.7,-1.6
96546,40,91911,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.1,-0.4
61796,41,10456,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.4
61790,42,10314,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,2023-01-31,-0.2,-0.5,-1.2
91968,43,77479,zip,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-01-31,-0.2,-0.2,-1.1
62030,44,11219,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.0
74101,45,37013,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,2023-01-31,-0.1,0.1,0.5
84646,46,60647,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-1.8
84633,47,60632,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-2.2
97023,48,92804,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-01-31,-0.2,0.0,-2.0
96690,49,92154,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.1,-0.4
92036,50,77573,zip,TX,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County,2023-01-31,-0.2,-0.2,-1.1
62032,51,11221,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.6,-1.3
91922,52,77429,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.2
97970,53,95076,zip,CA,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County,2023-01-31,0.3,1.4,-0.3
97004,54,92704,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-01-31,-0.2,0.0,-2.0
96468,55,91710,zip,CA,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.2
97104,56,93033,zip,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2023-01-31,0.0,0.0,-2.1
90769,57,75217,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-01-31,0.2,1.0,-0.4
61798,58,10458,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.2,-0.5,-1.0
70828,59,30043,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-01-31,-0.1,0.2,1.0
97567,60,94112,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2023-01-31,0.3,1.0,-2.0
92045,61,77584,zip,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,2023-01-31,-0.2,-0.2,-1.1
96846,62,92376,zip,CA,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.2
95315,63,87121,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,2023-01-31,0.0,0.5,0.7
84693,64,60804,zip,IL,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.5,-0.4,-2.3
70810,65,30024,zip,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-01-31,-0.1,0.2,1.0
96488,66,91744,zip,CA,CA,Valinda,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
62045,67,11235,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
62034,68,11223,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.6,-1.2
84625,69,60623,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.5,-0.4,-2.6
96825,70,92345,zip,CA,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.2
62088,71,11377,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.3,-0.7,-1.6
98432,72,95823,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,2023-01-31,0.0,0.3,-1.5
62017,73,11206,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.7,-1.5
96934,74,92592,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.1,-1.3
91889,75,77379,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.2
84619,76,60617,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.5,-0.4,-2.8
97431,77,93722,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,2023-01-31,-0.1,0.1,-0.2
74126,78,37042,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,2023-01-31,-0.1,0.2,1.5
97940,79,95035,zip,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2023-01-31,0.3,1.4,-2.0
73221,80,34787,zip,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,2023-01-31,-0.1,-0.1,0.2
96888,81,92509,zip,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.2,-1.3
96364,82,91335,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.5
61793,83,10453,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.4
62039,84,11229,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.2
100179,85,99301,zip,WA,WA,Pasco,"Kennewick-Richland, WA",Franklin County,2023-01-31,-0.1,0.3,0.4
62067,86,11355,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.2,-0.4,-0.9
84627,87,60625,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-2.1
92598,88,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,2023-01-31,-0.1,0.9,-0.3
92515,89,78572,zip,TX,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-01-31,0.0,0.7,1.0
97189,90,93257,zip,CA,CA,Porterville,"Visalia, CA",Tulare County,2023-01-31,-0.3,-0.1,-0.6
97751,91,94544,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-01-31,0.3,1.2,-2.4
62015,92,11204,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.2
67182,93,22193,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2023-01-31,0.1,0.3,-1.4
90764,94,75211,zip,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-01-31,0.2,1.0,-0.4
92271,95,78130,zip,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,2023-01-31,-0.2,0.1,-0.6
72362,96,33024,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-01-31,0.0,0.2,0.7
62040,97,11230,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.2,-0.5,-1.2
98325,98,95630,zip,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,2023-01-31,0.0,0.3,-1.4
93146,99,79938,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-01-31,0.0,0.0,0.0
62043,100,11233,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
93123,101,79912,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-01-31,0.0,0.0,0.0
92576,102,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,2023-01-31,-0.1,1.0,-0.4
61808,103,10468,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.7,-1.5
61797,104,10457,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.3
96465,105,91706,zip,CA,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
96208,106,90706,zip,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.1
92551,107,78613,zip,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,2023-01-31,-0.1,0.9,-0.3
399727,108,78542,zip,TX,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-01-31,0.0,0.8,1.1
61792,109,10452,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.2,-0.6,-1.3
92341,110,78245,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,2023-01-31,-0.2,0.1,-0.5
84610,111,60608,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-1.9
96467,112,91709,zip,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.1,-1.3
95984,113,90003,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
99500,114,98012,zip,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2023-01-31,0.5,2.0,-1.0
61802,115,10462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.2,-0.6,-1.3
91732,116,77083,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.1
69816,117,28269,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2023-01-31,-0.1,0.3,1.1
92520,118,78577,zip,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-01-31,0.0,0.7,1.0
67732,119,23464,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,2023-01-31,-0.2,-0.2,-1.3
87074,120,66062,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,2023-01-31,0.2,1.2,0.4
84635,121,60634,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.4,-0.3,-2.1
61643,122,10029,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-01-31,-0.3,-0.8,-1.8
97075,123,92882,zip,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.1,-1.3
91221,124,76063,zip,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2023-01-31,0.2,0.8,-0.3
62029,125,11218,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
61809,126,10469,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.4
69431,126,27587,zip,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,2023-01-31,-0.2,0.1,-0.1
69450,128,27610,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2023-01-31,-0.2,0.1,-0.1
61806,129,10466,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.3
90780,130,75228,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-01-31,0.2,0.9,-0.3
97328,131,93550,zip,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.2,0.0,-2.0
97202,132,93274,zip,CA,CA,Tulare,"Visalia, CA",Tulare County,2023-01-31,-0.3,-0.1,-0.6
72530,133,33311,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-01-31,0.0,0.2,0.8
96911,134,92553,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.1,-1.2
98848,135,96706,zip,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,2023-01-31,0.1,-0.3,-2.1
86026,136,63376,zip,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,2023-01-31,-0.1,0.4,-0.8
94940,137,85364,zip,AZ,AZ,Yuma,"Yuma, AZ",Yuma County,2023-01-31,0.2,0.6,1.8
62014,138,11203,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.4
96110,139,90255,zip,CA,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.1
62023,140,11212,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-01-31,-0.3,-0.6,-1.3
61616,141,10002,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-01-31,-0.3,-0.7,-1.7
97740,142,94533,zip,CA,CA,Fairfield,"Vallejo, CA",Solano County,2023-01-31,-0.1,-0.2,-2.5
74242,143,37211,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,2023-01-31,-0.1,0.1,0.5
97721,144,94513,zip,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2023-01-31,0.3,1.1,-2.1
72361,145,33023,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-01-31,0.0,0.2,0.7
90612,146,75002,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,2023-01-31,0.2,0.8,-0.3
69823,147,28277,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2023-01-31,-0.1,0.3,1.1
97003,148,92703,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-01-31,-0.2,0.0,-2.0
72578,149,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2023-01-31,0.0,0.2,0.7
72350,150,33012,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2023-01-31,0.0,0.2,0.7
96545,151,91910,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.1,-0.4
97565,152,94110,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2023-01-31,0.3,1.0,-2.0
95804,153,89108,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2023-01-31,-0.4,-0.7,-1.5
96667,154,92126,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.2,-0.4
97318,155,93535,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.2,0.0,-2.0
98930,156,96797,zip,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,2023-01-31,0.1,-0.3,-2.3
97745,157,94538,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-01-31,0.4,1.5,-2.8
62087,158,11375,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-01-31,-0.2,-0.5,-1.2
65787,159,19120,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2023-01-31,-0.2,0.0,-0.8
78823,160,47906,zip,IN,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,2023-01-31,-0.1,0.3,0.0
97792,161,94587,zip,CA,CA,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-01-31,0.4,1.5,-2.9
91685,162,77036,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.3
96918,163,92563,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-01-31,-0.2,-0.1,-1.3
72363,164,33025,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-01-31,0.0,0.2,0.7
97743,165,94536,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-01-31,0.4,1.5,-2.9
97435,166,93727,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,2023-01-31,-0.1,0.1,-0.2
91325,167,76244,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2023-01-31,0.2,0.7,-0.3
96647,168,92105,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.2,-0.4
94748,169,85032,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2023-01-31,-0.2,-0.2,0.3
71067,170,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2023-01-31,-0.1,0.3,1.3
84616,171,60614,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.3,-0.3,-1.7
97764,172,94558,zip,CA,CA,Napa,"Napa, CA",Napa County,2023-01-31,0.0,0.3,-2.1
69672,173,28027,zip,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2023-01-31,-0.1,0.3,1.1
70825,174,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2023-01-31,-0.1,0.2,1.1
77400,175,45011,zip,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,2023-01-31,-0.1,0.6,0.3
66705,176,20906,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-01-31,0.1,0.3,-1.4
97118,177,93065,zip,CA,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2023-01-31,0.0,0.0,-2.1
93203,178,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,2023-01-31,0.4,1.1,-1.5
61803,179,10463,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-01-31,-0.3,-0.6,-1.4
73233,180,34953,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,2023-01-31,-0.1,0.1,0.6
72737,181,33647,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2023-01-31,-0.2,0.0,1.1
91744,182,77095,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-01-31,-0.2,-0.2,-1.1
72488,183,33186,zip,FL,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2023-01-31,0.0,0.2,0.7
95806,184,89110,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2023-01-31,-0.3,-0.6,-1.4
96590,185,92021,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-01-31,0.4,1.1,-0.4
70904,186,30127,zip,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2023-01-31,-0.1,0.2,1.1
97167,187,93230,zip,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County,2023-01-31,-0.2,0.0,-0.3
70808,188,30022,zip,GA,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2023-01-31,-0.1,0.2,1.0
84654,189,60657,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-01-31,-0.3,-0.3,-1.7
65791,190,19124,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2023-01-31,-0.2,0.0,-0.8
96506,191,91766,zip,CA,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.3,0.0,-2.2
96113,192,90262,zip,CA,CA,Lynwood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,-0.2,0.0,-2.0
417444,193,85142,zip,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2023-01-31,-0.2,-0.2,0.3
96477,194,91730,zip,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-01-31,-0.2,-0.2,-1.3
