RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31
102001,0,United States,country,,0.9827586206896551,0.9844097995545658,0.9880708519098687,0.9906542056074766,0.9927007299270073,0.9939393939393939,0.9918733069389456,0.9891304347826086,0.9872611464968153,0.9854927463731866,0.9844004359919479,0.9828448892065761,0.9814814814814815,0.9832775919732442,0.9858823529411764,0.9883585564610011,0.9904761904761905,0.9913124187739915,0.9904761904761905,0.9889328414596205,0.9877085162423178,0.9866666666666667,0.986159169550173,0.9850014775024625,0.9832635983263598,0.9855072463768116,0.989888238424694,0.9932630851615132,0.9915966386554622,0.993103448275862,0.9972460217739563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0025062656641603,1.0100038476337052,1.008695652173913,1.0007410151908114,1.0,1.0,1.0,1.0,1.0,1.0,1.0038734667527438,1.0144927536231885,1.0160568570676494,1.0102843315184513,1.0,1.0,1.0,1.0,0.992018244013683,0.9877469367341836
394913,1,"New York, NY",msa,NY,0.9775784753363229,0.9768899062416907,0.9800004900004899,0.9799263634430504,0.9799816105490489,0.984,0.9849108367626886,0.9838709677419355,0.9823430146531205,0.98,0.9782001117942984,0.9777777777777777,0.97708082026538,0.9764229578471064,0.9761455525606468,0.9774436090225563,0.9806451612903225,0.9820954561717352,0.9824859226945436,0.9818199669453944,0.9807729656243931,0.979381443298969,0.9782755461398953,0.9790209790209791,0.977961432506887,0.9763454417243653,0.9789473684210527,0.9830114350695749,0.9827104761904762,0.9826995436558839,0.9859154929577465,0.9919967987194878,0.9973722188676987,1.0,1.0,1.0,1.0,0.9938875305623472,0.9945887455418079,1.0,1.0,1.00000250000625,1.0025062656641603,1.001470804530078,1.0000029966419777,1.0,1.0,1.0,1.0,1.0,1.0,1.0025062656641603,1.0166666666666666,1.0210526315789474,1.0200006800009067,1.012326656394453,1.000256476019492,1.0,1.0,1.0
753899,2,"Los Angeles, CA",msa,CA,0.9983257072057276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972602739726028,0.9943181818181818,0.9923664122137404,0.9916510119510249,0.9886104783599089,0.990929456157031,0.9920127795527156,0.994729907773386,0.9967159842458211,0.9976798143851509,0.9956709956709957,0.9960316835425098,0.9949937421777222,0.9946559762392637,0.9966793653109087,0.9946595460614153,0.993497277476239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000194448302548,1.000250062515629,1.0002000400080016,1.0001290489095367,1.0013351134846462,1.0125,1.0209804489237049,1.0262430851148627,1.0296728090311627,1.0304819588766345,1.023768352901791,1.0177141675382728,1.017391304347826,1.017692182253061,1.018707167994073,1.018181818181818,1.0333333333333334,1.0476782563047402,1.0523321956769056,1.0434782608695652,1.0272727272727273,1.0068526190643898,1.0,1.0,0.9974721941354904,0.9928744954000425,0.9897610921501706
394463,3,"Chicago, IL",msa,IL,0.9719839908519153,0.9722222222222222,0.9768115942028985,0.9795918367346939,0.9807767752059631,0.9818451278251205,0.9811974391866287,0.9790209790209791,0.977477305093316,0.9767441860465116,0.9744349759170063,0.9724022967216152,0.972496179494304,0.972972972972973,0.9772989611388996,0.9793103448275862,0.9805924412665986,0.9810246087105785,0.9799942012177443,0.9792816994593645,0.978319783197832,0.9771523602660874,0.9763636276817733,0.9744680851063829,0.9736842105263158,0.9730283373164903,0.9777171441564347,0.9799913691790934,0.9799196787148594,0.9795748228428511,0.9827662361398806,0.9836612204068023,0.9853249475890985,0.9853710654611547,0.9853797927103072,0.9866592551417455,0.9839161875676874,0.9846153846153847,0.9880206906448541,0.9977494373593399,1.0,1.0,1.0002381519409382,1.0,1.0,1.0,0.9988249118683902,0.9966654316413487,0.9909281228192603,0.9955943716642406,1.0,1.0004653327128896,1.006214143865843,1.0078125,1.0003705075954057,1.0,1.0,0.9912484372209323,0.9883720930232558,0.9849498327759197
394514,4,"Dallas, TX",msa,TX,0.9880561361600477,0.9912445278298937,0.9959595959595959,1.0,1.0,1.0,0.9971428571428571,0.9924578263234747,0.9902694120131974,0.9883880011778208,0.9878725855476027,0.985448893840361,0.9840909090909091,0.9861953968227892,0.9899807931042559,0.990909090909091,0.9917488812000332,0.9910714285714286,0.990990990990991,0.9887200960090784,0.987203862584392,0.9869147056391165,0.9876880458438035,0.9862542774966935,0.9856062454257136,0.9867256637168141,0.9906481741170652,0.9933193957438342,0.9918367346938776,0.9943395420369104,0.9970768497066564,0.99609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0149253731343284,1.024390243902439,1.0315186246418337,1.0285714285714285,1.0208333333333333,1.01000202000404,1.0037204571612108,1.0029293556589292,1.0028579594169762,1.0043828196032731,1.0161290322580645,1.04,1.0508474576271187,1.05,1.0333333333333334,1.0108780174453986,1.0,1.0,0.9910581023454158,0.9881609807604257,0.9847668872134174
394692,5,"Houston, TX",msa,TX,0.9763313609467456,0.9760479041916168,0.9777777777777777,0.9815024537561344,0.9819819819819819,0.9821428571428571,0.9819913693869646,0.9811320754716981,0.9792992349896751,0.9785751991003191,0.9777777777777777,0.9782173897232627,0.9762048192771084,0.9780738735540369,0.9792221394358701,0.9813953488372092,0.9830508474576272,0.983142053427785,0.9834146174377458,0.9811392646218328,0.98,0.980099447756925,0.9811320754716981,0.979498861047836,0.9778187781877818,0.979381443298969,0.9824937477670597,0.9846153846153847,0.9833333055554629,0.983974814617794,0.9858902820532895,0.9866666666666667,0.9869298479594558,0.9872262773722628,0.9880952380952381,0.987012987012987,0.9870340015971084,0.9888888888888889,0.9968947123812315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0016949152542374,1.0077519379844961,1.0003572704537336,1.0,1.0,0.9891891891891892,0.9863013698630136,0.9833930949663897,0.9811320754716981
395209,6,"Washington, DC",msa,VA,0.992039603960396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9956109956109956,0.9941317712509796,0.9989214955145901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0083045977011493,1.015625,1.0223358150905657,1.0202040408081616,1.0113520429518088,1.0005311237356354,1.0,1.0,1.0,1.0,1.0,1.0018214936247722,1.018181818181818,1.0264150943396226,1.023534949399859,1.0115760146186297,1.0000008952577295,1.0,1.0,1.0,1.0,1.0
394856,7,"Miami, FL",msa,FL,0.9636363636363636,0.9652509652509652,0.9647058823529412,0.9679313408869483,0.9662104002186401,0.9681232971548528,0.967551622418879,0.9685503869607259,0.9694429809155837,0.9671272034302049,0.9684770224078997,0.9661624249356591,0.9648214419646205,0.9645860705568163,0.9669889963321107,0.9661286656058196,0.967741935483871,0.9692337514884661,0.96875,0.9695736484665084,0.967741935483871,0.9698996655518395,0.9687512109405274,0.96875,0.9663865546218487,0.967741935483871,0.9689523816705439,0.9705882352941176,0.967741935483871,0.9685614480787551,0.9721151268993671,0.9713730816907474,0.9722222222222222,0.9722222222222222,0.9739776951672863,0.9724473257698542,0.9722222222222222,0.9722975756042924,0.9746835443037974,0.977516601181039,0.9807692307692307,0.9863013698630136,0.9899243693213542,0.9905582389376417,0.9895909053480356,0.9894736842105263,0.9882352941176471,0.9897895394873932,0.9888559484962277,0.9922480620155039,1.0,1.0,1.0,1.0,1.0,0.9923076923076923,0.9839357429718876,0.9795862446910536,0.9742895805142084,0.9733333333333334
394974,8,"Philadelphia, PA",msa,PA,0.9791958391678336,0.9817351598173516,0.9829059829059829,0.9854014598540146,0.9891489400046858,0.9915518008003558,0.9887904980457771,0.9872067648663394,0.9862360374055541,0.9840332037251761,0.9823529411764705,0.9821753364859949,0.9803997821350763,0.9817221097743517,0.9815991067448129,0.9869298479594558,0.990640008760814,0.9932043910088866,0.9928975213799102,0.9881175734834271,0.9879340788699235,0.9859959988568162,0.9867959091410134,0.984649048981653,0.9807711168711595,0.9838268879003367,0.9886717574182919,0.9953184707891676,0.9928824721377913,0.9928707415572342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0005638098289151,1.0097087378640777,1.0046189376443417,1.000224798003911,1.0,1.0,1.0,1.0,1.0,1.0,1.0052443289792348,1.0196229318968835,1.0212588578574406,1.0128205128205128,1.0003175611305177,1.0,1.0,1.0,1.0
394347,9,"Atlanta, GA",msa,GA,0.9830319442912707,0.986807541103381,0.9896907216494846,0.9948542024013722,0.9974416165794278,0.9946666666666667,0.9943714821763602,0.9904952476238119,0.989664075019289,0.9875,0.9866220735785953,0.9859402026192241,0.9854545454545455,0.9868421052631579,0.989724175229854,0.9913116063003558,0.9928235064723612,0.992,0.9920634920634921,0.9903225806451613,0.9891067538126361,0.9878787878787879,0.9883634128896512,0.9876505094164866,0.984975369458128,0.9891067538126361,0.9922329804240944,0.9966035776966621,0.9958696649839376,0.9941176470588236,0.9975279987235702,0.9983633387888707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0027855153203342,1.0093457943925233,1.0129870129870129,1.0125,1.008695652173913,1.0005130836326321,1.0001980396079215,1.000217438573603,1.0002381519409382,1.0,1.0039546394700047,1.0136986301369864,1.0227556889222305,1.025356997624085,1.0180492347585153,1.005128205128205,1.0,1.0,1.0,0.9926355684166404,0.9889179621363706
